technology,capacity_type,location,0,1,2,3,4,5
biomass_plant_CCS,power,CH,1.1927187398663675e-09,8.205478996650623e-10,2.4130434682572902e-09,0.09557290423514644,0.021594761550408376,5.0270191735531784e-09
biomass_plant_CCS,power,CZ,1.1463405467992901e-09,3.6205750119989115e-10,2.4211005870166273e-09,7.911917637200865e-09,7.582389463790696e-09,7.40935484305865e-08
biomass_plant_CCS,power,DE,1.3773294546254017e-09,8.908593050002714e-10,9.285751590581233e-09,5.403023801590444,1.0733416417149202,7.140949828476412e-09
biomass_plant_CCS,power,DK,1.089317910273098e-09,7.850655737911251e-10,4.462957848935583e-09,0.5623389752123801,3.0482720867980624e-07,2.005822030484793e-09
biomass_plant_CCS,power,EE,9.99515366739453e-10,5.338410646512743e-10,8.69721023435601e-10,2.685028049902833e-09,4.23215806730836e-09,3.050131827133878e-08
biomass_plant_CCS,power,EL,9.502927765570075e-10,7.114464797147022e-10,2.6772230878790724e-09,0.00853530928409771,0.3507628495575748,6.097031001515286e-10
biomass_plant_CCS,power,ES,9.384979415967207e-10,3.1895717717298717e-10,7.757749340365276e-10,2.9092294264492987e-09,3.446395922915347e-09,4.11730997904637e-08
biomass_plant_CCS,power,FI,9.49401028615565e-10,6.472829472305894e-10,1.4275722233810811e-09,1.9380614862491175e-08,1.263159881862153,3.28405772117119e-09
biomass_plant_CCS,power,FR,9.697912590076662e-10,6.53610996360687e-10,1.5819139258155058e-09,1.259773249948519,0.07290833129689837,1.6959276667428817e-09
biomass_plant_CCS,power,HR,1.1394199534722e-09,5.752167418700783e-10,4.513091397994618e-09,0.028646181893513444,7.790227821086985e-10,1.6811548408906181e-09
biomass_plant_CCS,power,HU,9.876860637831686e-10,4.751193742787131e-10,1.885392943907638e-09,3.985270036865129e-09,3.638262832512652e-09,4.0962204287285324e-08
biomass_plant_CCS,power,IE,1.0697551875654227e-09,6.697599223960151e-10,1.5172119611437129e-09,1.698104239054572e-08,0.08878090370465558,4.77316080659421e-10
biomass_plant_CCS,power,IT,1.2149105304422244e-09,6.584551440887832e-10,4.3123426351801826e-09,0.4676932028765487,6.628162793550956e-10,1.3926395535136512e-09
biomass_plant_CCS,power,LT,1.1343442603069634e-09,4.653060041061042e-10,1.3034462580517655e-09,2.6770751758762954e-09,4.975850412414455e-09,2.470784853565669e-08
biomass_plant_CCS,power,LU,1.0657714719465014e-09,6.371936300305852e-10,8.630256502320522e-10,5.15229029717538e-09,1.8066570666394596e-08,2.900466946282409e-07
biomass_plant_CCS,power,LV,1.1412327000364653e-09,4.686876492369512e-10,1.0602612837441273e-09,3.1289783818026163e-09,4.618080066089694e-09,3.015178154132768e-08
biomass_plant_CCS,power,NL,1.2321669233104287e-09,3.7020441283099486e-10,3.734105021995377e-09,0.14873551276193187,0.3806998753441474,0.21179349705290376
biomass_plant_CCS,power,NO,9.256281441566233e-10,4.587651900336976e-10,2.3247412496624015e-09,0.2572311752334466,0.02262907380133525,6.860971713922868e-10
biomass_plant_CCS,power,PL,9.821601944882506e-10,4.3491702601932874e-10,1.1687104456148078e-09,6.344218349358405e-09,1.3399449580240333e-08,5.665823952892215e-08
biomass_plant_CCS,power,PT,8.89068969869891e-10,2.9402074991396537e-10,6.715276353444351e-10,1.8708663492510676e-09,2.4605291315690057e-09,2.6756356805088087e-08
biomass_plant_CCS,power,RO,1.0326621905175256e-09,6.175106598681469e-10,1.648214452617162e-09,3.833326127969814e-09,5.60874846253905e-09,3.6145661471816886e-08
biomass_plant_CCS,power,SE,9.856735770079175e-10,7.194603760642692e-10,1.9375540757732487e-09,1.0686477341001466e-07,2.1507703902500626,1.0246695441355333e-09
biomass_plant_CCS,power,SI,1.0215796989958218e-09,5.139893875143013e-10,2.5714603284455896e-09,1.3191529051674226e-08,8.628659371980469e-10,4.558240806538021e-08
biomass_plant_CCS,power,SK,1.171982589269937e-09,7.02434497116626e-10,1.6471846931455488e-09,3.22734320878976e-09,7.563255267995201e-09,7.646197924921431e-08
biomass_plant_CCS,power,UK,1.0434618846066037e-09,4.826854483825235e-10,1.1692608691646879e-09,4.638558453692527e-07,0.21179311237820805,1.6156042347480433e-09
carbon_pipeline,power,AT-CH,5.562096283729777e-09,1.3509453960582569e-09,1.1914855615311664e-09,5.503776173290006e-09,1.9119567977623927e-08,9.331462831384491e-08
carbon_pipeline,power,AT-CZ,8.210024937557277e-09,1.7508539952608739e-09,2.0594969640371037e-09,2.0986892851340123e-09,1.3799641543362741e-08,1.134417610261907e-07
carbon_pipeline,power,AT-DE,6.257044394687034e-09,1.3247929392603762e-09,1.4697278684982857e-09,1.4711899357142936e-09,9.419631102643836e-09,3.115189800653809e-07
carbon_pipeline,power,AT-HU,5.285278521263983e-09,1.4066572523900322e-09,1.7826569190502557e-09,1.8728359589519002e-09,7.916786637182422e-09,6.567455790116734e-08
carbon_pipeline,power,AT-IT,4.529845502930215e-09,4.766615123154394e-09,1.8562369795895602e-08,2.4053959306065954e-08,2.7979413401590183e-08,1.2385780100993794e-07
carbon_pipeline,power,AT-SI,1.1293833770820468e-08,4.860910430725079e-09,1.3747621588245006e-08,1.0980645847473874e-08,3.807266241544678e-08,3.611664037304497e-07
carbon_pipeline,power,AT-SK,5.041151092359649e-09,1.2751743303834399e-09,1.5154847392073565e-09,1.5630953420116789e-09,6.6352210617783816e-09,5.166253299321072e-08
