technology,capacity_type,location,0,1,2,3,4,5,6,7,8,9
biomass_boiler,power,AT,220.6433102156939,189.59908332434273,169.29353598243648,189.25313573960176,189.21473385210683,181.72344198874862,181.72344203918087,189.39098375622632,192.83322270451976,195.46383033727702
biomass_boiler,power,BE,76.86044340159097,76.86044340538449,50.505620750180825,25.744637923421315,10.132656669400186,2.201240556842045e-06,2.2160258275353814e-06,2.241971096934402e-06,2.3561072670711435e-06,7.762747287959809e-06
biomass_boiler,power,BG,141.6423536727516,129.52832978766367,117.5677803586053,110.89111488289468,97.56772445812709,81.36767816900046,43.15893652455178,43.158936534576924,43.15893654907559,43.15893662663481
biomass_boiler,power,CH,298.9525890040046,256.8903483952449,184.27137666392426,188.98259279904505,190.46702596270094,180.31697382607618,180.3169738519505,180.31697388643659,183.82480452682938,186.04181200880532
biomass_boiler,power,CZ,265.4654639780315,237.84142798213972,200.7142324996013,178.6302777155067,182.08112843266338,167.66193987807375,125.90383527006131,125.90383532287811,125.90383537275123,97.73894782971988
biomass_boiler,power,DE,1065.2414974411563,1019.6773953672056,726.9210450585459,680.6765096671885,554.4601693800877,363.4499960827513,218.56373945319282,218.56373948940586,154.64976656879912,118.85089245483391
biomass_boiler,power,DK,126.88313732408537,108.83236001011402,68.42920719307982,64.0262709974391,44.16255618657726,21.089724150896277,18.62393252176823,18.62393252516161,18.623932515998284,18.623932626974653
biomass_boiler,power,EE,60.28973477125291,60.28973478441833,60.38288030942671,60.49790600602633,61.139260709754794,56.52438828197742,57.73548602877278,58.81806584626323,64.51710939040822,61.94304932862111
biomass_boiler,power,EL,136.8634264498127,136.86342645160556,136.86342645437935,107.42880458622649,11.070958579227067,11.070958609991306,1.2258519896121666e-06,1.9645166271320082e-06,2.1372984101539175e-06,5.8091232016221455e-06
biomass_boiler,power,ES,177.05593333872304,163.50314478261873,120.42573535040106,47.56532446219908,10.15812474479826,10.158124748667523,1.354806594432084,1.3548066001371493,1.3548066144239663,1.3548066963229477
biomass_boiler,power,FI,118.44484431644227,97.29164409212214,116.84532532020158,120.6874529209579,106.72508016467708,97.46253118716199,92.89675344655515,92.89675344676776,38.70718324685102,33.420517598563144
biomass_boiler,power,FR,744.2496557205259,655.3435171504842,482.2048221877153,210.66530868790295,92.64259000385509,29.955398591737282,3.6680543040652545e-06,3.7177074025866677e-06,3.780528307530167e-06,7.976805117476992e-06
biomass_boiler,power,HR,140.77581653060625,131.10997606532723,113.9772324709893,70.0083677773966,55.68530035347869,44.98175569349178,44.981755712860725,44.981755730163414,44.981755747744685,4.106050764209396
biomass_boiler,power,HU,177.24933430276837,177.2493343056411,148.73617814307033,51.328532943552226,7.056229569246822e-06,7.104700286522618e-06,7.144026075078707e-06,7.1847258731578015e-06,7.24852822617379e-06,9.660225089204866e-06
biomass_boiler,power,IE,4.913638458040771,4.913639136154844,4.913639177712325,3.532252574116648,0.825255748798385,1.0698514980793652e-06,9.695724673301834e-07,1.2659227039621817e-06,1.4345508854862344e-06,3.824213002589678e-06
biomass_boiler,power,IT,863.8467063517396,811.394678075249,532.8506541766262,532.8506541955992,283.81161695595426,235.68901680716414,208.37198443049493,208.3719844403337,0.4318711409983477,0.4318713214347884
biomass_boiler,power,LT,69.54010630866112,69.28292931108192,65.7894890678943,62.528945044243926,46.35931509051958,29.109300309989333,11.114582841291517,11.114582853227935,10.945667861115247,10.945664853940034
biomass_boiler,power,LU,8.750654322041576,8.750654326596727,8.75065434001299,8.760466506551575,8.819166467632312,8.83922799141126,9.173087460585172,9.173087574050916,9.173087635431534,8.953526827488114
biomass_boiler,power,LV,61.00073145270505,58.8303435261805,58.36156957839226,58.35089178461758,56.25009738996074,57.10798641721945,57.57563646127146,57.57563656563966,57.57563661207202,45.803575809761675
biomass_boiler,power,NL,82.32325248486008,75.76276965910114,64.90105421859442,56.0660615765039,37.00273050311611,25.11015491813565,13.172275300247797,13.172275338893794,13.36060437572498,11.033519697034414
